TUCASEID,TULINENO,TUYEAR,TUMONTH,TEABSRSN,TEERN,TEERNH1O,TEERNH2,TEERNHRO,TEERNHRY,TEERNPER,TEERNRT,TEERNUOT,TEERNWKP,TEHRFTPT,TEHRUSL1,TEHRUSL2,TEHRUSLT,TEIO1COW,TEIO1ICD,TEIO1OCD,TELAYAVL,TELAYLK,TELFS,TELKAVL,TELKM1,TEMJOT,TERET1,TESCHENR,TESCHFT,TESCHLVL,TESPEMPNOT,TESPUHRS,TRCHILDNUM,TRDPFTPT,TRDTIND1,TRDTOCC1,TRERNHLY,TRERNUPD,TRERNWA,TRHERNAL,TRHHCHILD,TRHOLIDAY,TRIMIND1,TRMJIND1,TRMJOCC1,TRMJOCGR,TRNHHCHILD,TRNUMHOU,TROHHCHILD,TRSPFTPT,TRSPPRES,TRTALONE,TRTALONE_WK,TRTCC,TRTCCC,TRTCCC_WK,TRTCCTOT,TRTCHILD,TRTCOC,TRTEC,TRTFAMILY,TRTFRIEND,TRTHH,TRTHHFAMILY,TRTNOCHILD,TRTNOHH,TRTO,TRTOHH,TRTOHHCHILD,TRTONHH,TRTONHHCHILD,TRTSPONLY,TRTSPOUSE,TRTUNMPART,TRWERNAL,TRYHHCHILD,TTHR,TTOT,TTWK,TUABSOT,TUBUS,TUBUS1,TUBUS2OT,TUBUSL1,TUBUSL2,TUBUSL3,TUBUSL4,TUCC2,TUCC4,TUCC5B_CK,TUCC5_CK,TUCC9,TUDIARYDATE,TUDIARYDAY,TUDIS,TUDIS1,TUDIS2,TUECYTD,TUELDER,TUELFREQ,TUELNUM,TUERN2,TUERNH1C,TUFINLWGT,TUFWK,TUIO1MFG,TUIODP1,TUIODP2,TUIODP3,TULAY,TULAY6M,TULAYAVR,TULAYDT,TULK,TULKAVR,TULKDK1,TULKDK2,TULKDK3,TULKDK4,TULKDK5,TULKDK6,TULKM2,TULKM3,TULKM4,TULKM5,TULKM6,TULKPS1,TULKPS2,TULKPS3,TULKPS4,TULKPS5,TULKPS6,TURETOT,TUSPABS,TUSPUSFT,TUSPWK,TXABSRSN,TXERN,TXERNH1O,TXERNH2,TXERNHRO,TXERNHRY,TXERNPER,TXERNRT,TXERNUOT,TXERNWKP,TXHRFTPT,TXHRUSL1,TXHRUSL2,TXHRUSLT,TXIO1COW,TXIO1ICD,TXIO1OCD,TXLAYAVL,TXLAYLK,TXLFS,TXLKAVL,TXLKM1,TXMJOT,TXRET1,TXSCHENR,TXSCHFT,TXSCHLVL,TXSPEMPNOT,TXSPUHRS,TXTCC,TXTCCTOT,TXTCOC,TXTHH,TXTNOHH,TXTO,TXTOHH,TXTONHH,TREMODR
20220201220948,1,2022,2,-1,-1,1738,-1,40,1,1,-1,2,-1,-1,040,-1,040,4,7290,5860,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,1,1,36,17,1738,0,69520,0,1,0,13,9,5,3,2,2,1,-1,3,160,160,0,0,0,0,566,0,-1,566,0,0,566,0,0,0,0,566,0,0,0,0,0,0,13,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220212,7,-1,-1,-1,-1,2,-1,-1,-1,-1,4216838.712150,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201220953,1,2022,2,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,4,3895,8990,-1,-1,1,-1,-1,2,-1,-1,-1,-1,2,-1,1,1,12,21,-1,0,30769,-1,1,0,4,4,9,6,2,4,2,-1,1,169,169,0,45,525,0,137,0,-1,161,0,0,159,137,0,0,0,0,0,0,24,159,0,0,2,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220217,5,-1,-1,-1,-1,2,-1,-1,-1,-1,20923623.437930,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,1,1,0,1,1,-1,-1,-1,1
20220201220957,1,2022,2,-1,-1,3370,-1,40,1,1,-1,2,-1,-1,040,005,045,4,0770,5740,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,60,0,1,4,17,3370,0,134800,0,2,0,3,3,5,3,2,2,2,1,1,40,40,0,0,260,0,0,0,-1,805,30,0,65,0,0,0,0,0,0,0,5,65,0,0,-1,0,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,20220211,6,-1,-1,-1,-1,2,-1,-1,-1,-1,5279282.096306,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20220201220959,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,1,1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,2,6,2,-1,3,470,470,0,0,0,0,95,0,-1,97,0,0,97,95,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,2,2,-1,-1,-1,-1,-1,-1,08:30:00,22:00:00,1,-1,-1,20220202,4,-1,-1,-1,-1,2,-1,-1,-1,-1,65571526.300480,2,-1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,1
20220201220963,1,2022,2,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,3,7860,5120,-1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,0,1,40,17,-1,0,130769,-1,2,0,15,10,5,3,2,1,2,-1,3,100,100,0,0,535,0,165,0,-1,165,0,0,0,165,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220211,6,-1,-1,-1,-1,2,-1,-1,-1,-1,12475942.029449,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201220966,1,2022,2,-1,0,2700,-1,40,1,1,-1,1,-1,-1,045,-1,045,4,5275,4220,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,1,1,22,14,2700,1,108000,0,1,0,7,5,3,2,2,3,1,-1,3,165,630,0,0,0,0,15,0,15,315,0,0,315,0,0,0,0,15,0,0,0,0,0,0,17,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220210,5,-1,-1,-1,1,1,2,1,-1,-1,14336389.995928,1,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201220968,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,0,0,0,0,0,0,0,0,-1,722,0,0,722,0,0,0,0,0,0,0,640,722,0,-1,-1,0,0,0,-1,1,2,-1,1,2,-1,-1,-1,-1,-1,-1,-1,20220213,1,-1,-1,-1,2,1,3,1,-1,-1,3531463.445871,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201220974,1,2022,2,-1,-1,-1,-1,-1,2,6,2,1,52,-1,055,-1,055,4,6890,8990,-1,-1,1,-1,-1,2,-1,2,-1,-1,2,-1,2,1,32,21,-1,0,238461,-1,1,0,11,8,9,6,2,4,1,-1,1,135,135,245,0,0,245,245,0,-1,690,0,245,690,5,0,245,245,245,0,0,445,445,0,0,9,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,10:30:00,-2,-1,-1,-1,20220206,1,-1,-1,-1,-1,1,6,-1,-1,-1,9129229.527248,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,0,0,0,0,-1,0,0,-1,1
20220201220981,1,2022,2,-1,-1,2000,-1,40,1,1,-1,2,-1,-1,040,-1,040,4,0770,0150,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,0,1,4,1,2000,1,80000,0,2,0,3,3,1,1,2,2,2,1,1,40,40,0,0,545,0,0,0,-1,320,0,0,320,0,0,0,0,0,0,0,320,320,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220214,2,-1,-1,-1,-1,2,-1,-1,-1,-1,44441552.719088,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20220201220986,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,270,270,0,0,0,0,0,0,60,540,0,0,540,0,0,0,0,0,0,0,495,540,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220205,7,-1,-1,-1,1,1,4,2,-1,-1,4008424.350266,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201220996,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,2,-1,-1,1,25,2,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,2,4,1,2,1,40,40,240,0,0,240,240,0,-1,330,0,240,330,0,0,240,240,240,0,0,90,330,0,-1,7,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,05:00:00,20:30:00,-1,-1,-1,20220214,2,1,-1,-1,-1,2,-1,-1,-1,-1,31401420.898837,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20220201221003,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,705,705,0,0,0,0,0,0,-1,250,0,0,250,0,0,0,0,0,0,0,250,250,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220212,7,-1,-1,-1,-1,2,-1,-1,-1,-1,4217291.264038,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221010,1,2022,2,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,1,9570,0845,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,0,1,51,2,-1,0,211538,-1,2,0,21,13,1,1,2,2,2,1,1,60,60,0,0,0,0,0,0,-1,445,215,0,445,0,0,0,0,0,0,0,295,445,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220205,7,-1,-1,-1,-1,2,-1,-1,-1,-1,9177854.540507,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20220201221012,1,2022,2,-1,-1,-1,-1,-1,2,5,2,2,-1,-1,025,-1,025,4,6380,5510,-1,-1,1,-1,-1,2,-1,1,2,2,-1,-1,0,2,23,17,-1,1,23076,-1,2,0,8,6,5,3,2,1,2,-1,3,955,955,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220219,7,-1,-1,-1,-1,2,-1,-1,-1,-1,5402653.042848,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221018,1,2022,2,-1,-1,3900,-1,40,1,1,-1,2,-1,-1,040,-1,040,4,8290,2014,-1,-1,1,-1,-1,2,-1,-1,-1,-1,1,45,0,1,42,6,3900,1,156000,0,2,0,16,10,2,1,2,2,2,1,1,15,15,0,0,0,0,0,0,-1,765,0,0,765,0,0,0,0,0,0,0,765,765,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220203,5,-1,-1,-1,-1,2,-1,-1,-1,-1,7098197.117733,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20220201221022,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,2,4,2,-1,3,120,120,0,0,0,0,485,0,-1,780,0,0,120,485,0,0,0,0,0,0,0,0,0,-1,16,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220212,7,-1,-1,-1,-1,2,-1,-1,-1,-1,10504076.896392,2,-1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221036,1,2022,2,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,4,7460,1530,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,50,0,1,36,4,-1,0,153846,-1,2,0,13,9,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,-1,900,0,0,900,0,0,0,0,0,0,0,900,900,0,0,-1,0,0,0,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,20220205,7,-1,-1,-1,-1,2,-1,-1,-1,-1,9194697.331979,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20220201221044,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,040,-1,040,7,0770,6230,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,15,2,1,4,19,-1,-1,-1,-1,1,0,3,3,7,5,2,4,1,2,1,5,5,735,0,0,735,790,0,360,895,0,735,895,0,0,735,735,790,0,0,105,105,0,-1,4,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,07:00:00,20:00:00,-1,-1,-1,20220220,1,-1,-1,-1,1,1,2,2,-1,-1,4705921.985029,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20220201221050,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,155,155,0,0,0,0,0,0,243,426,390,0,426,0,0,0,0,0,0,0,186,426,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220219,7,-1,-1,-1,1,1,1,1,-1,-1,6473181.009837,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221052,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,600,600,0,0,0,0,0,0,-1,240,0,0,240,0,0,0,0,0,0,0,240,240,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220205,7,-1,-1,-1,-1,2,-1,-1,-1,-1,3987294.332585,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221055,1,2022,2,-1,-1,-1,-1,-1,2,2,2,1,-1,-1,050,-1,050,4,8870,6520,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,0,1,47,19,-1,1,60000,-1,2,0,20,12,7,5,2,1,2,-1,3,250,840,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220223,4,-1,-1,-1,-1,2,-1,-1,-1,-1,12974523.169293,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221058,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,655,655,0,0,0,0,0,0,-1,170,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220216,4,-1,-1,-1,-1,2,-1,-1,-1,-1,8829078.412123,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221060,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,815,815,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220209,4,-1,-1,-1,-1,2,-1,-1,-1,-1,5227298.427954,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221067,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,2,3,2,-1,3,319,319,0,0,0,0,0,0,-1,480,0,0,480,0,0,0,0,0,0,0,0,0,0,-1,16,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220205,7,-1,-1,-1,-1,2,-1,-1,-1,-1,15264286.917466,2,-1,-1,-1,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221074,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,006,-1,006,6,6170,5120,-1,-1,1,-1,-1,2,-1,-1,-1,-1,2,-1,0,2,23,17,-1,-1,-1,-1,2,0,8,6,5,3,2,2,2,-1,1,405,465,0,0,0,0,0,0,-1,435,0,0,435,0,0,0,0,0,0,0,435,435,0,-1,-1,0,0,0,-1,1,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,20220210,5,-1,-1,-1,-1,2,-1,-1,-1,-1,6071402.169969,2,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220201221084,1,2022,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,1,60,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,1,1,645,645,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220216,4,1,-1,-1,-1,2,-1,-1,-1,-1,22717337.770317,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20220201221088,1,2022,2,-1,-1,2200,-1,40,1,1,-1,2,-1,-1,040,-1,040,4,7770,4252,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,0,1,38,14,2200,0,88000,0,2,0,14,9,3,2,1,1,2,-1,3,600,600,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220205,7,-1,-1,-1,-1,2,-1,-1,-1,-1,8749017.600243,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,1,1,0,-1,-1,1,-1,1,1
